tcgdex_id,name,number,avg1_eur,avg1_usd,updated,run_timestamp,eurusd_rate
sv06-216,Bloodmoon Ursaluna ex,216/167,31.3,36.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04.5-216,Mew ex,216/91,16.59,19.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-216,Solgaleo & Lunala GX,216/236,26.83,31.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-217,Carmine,217/167,34,39.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-217,Reshiram & Charizard GX,217/214,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-217,Slowpoke & Psyduck GX,217/236,41,47.90,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-218,Kieran,218/167,32,37.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv05-218,Raging Bolt ex,218/162,18.8,21.97,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-218,Slowpoke & Psyduck GX,218/236,41,47.90,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-219,Lana's Aid,219/167,19.48,22.76,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-219,Pikachu ex,219/191,14,16.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-220,Perrin,220/167,58,67.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-220,Arceus & Dialga & Palkia GX,220/236,36.98,43.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-220,Raichu & Alolan Raichu GX,220/236,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv06-221,Teal Mask Ogerpon ex,221/167,15.98,18.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-221,Marshadow & Machamp GX,221/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-221,Arceus & Dialga & Palkia GX,221/236,36.98,43.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-221,Raichu & Alolan Raichu GX,221/236,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-222,Greninja & Zoroark GX,222/214,28.5,33.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-222,Reshiram & Zekrom GX,222/236,44.64,52.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-222,Mewtwo & Mew GX,222/236,60.48,70.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03-223,Charizard ex,223/197,73.31,85.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm8-223,Tyranitar GX,223/214,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh6-224,Snorlax,224/198,75,87.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-225,Gardevoir & Sylveon GX,225/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-225,Mega Sableye & Tyranitar GX,225/236,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-226,Mega Sableye & Tyranitar GX,226/236,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh7-228,Cresselia,228/203,17.49,20.44,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv03-228,Charizard ex,228/197,21.99,25.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-228,Yanmega ex,228/182,36.95,43.17,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-228,Garchomp & Giratina GX,228/236,18.49,21.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-229,Team Rocket's Moltres ex,229/182,525,613.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-230,Ethan's Ho-Oh ex,230/182,197.5,230.76,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-231,Team Rocket's Mewtwo ex,231/182,434.99,508.24,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-232,Cynthia's Garchomp ex,232/182,204.89,239.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04.5-232,Mew ex,232/91,16.59,19.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-233,Team Rocket's Nidoking ex,233/182,93.33,109.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-234,Team Rocket's Crobat ex,234/182,80,93.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-235,Arven's Mabosstiff ex,235/182,39.45,46.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-236,Ethan's Adventure,236/182,46.17,53.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-236,Durant ex,236/191,19.25,22.49,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh7-237,Metal Energy,237/203,16.49,19.27,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-237,Team Rocket's Ariana,237/182,37.66,44.00,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-237,Milotic ex,237/191,123.5,144.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-237,Rowlet & Alolan Exeggutor GX,237/236,14.69,17.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-238,Team Rocket's Giovanni,238/182,38.5,44.98,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-238,Pikachu ex,238/191,251.33,293.65,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-239,Ethan's Ho-Oh ex,239/182,33.56,39.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-239,Latias ex,239/191,109.99,128.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv04.5-239,Penny,239/91,13.15,15.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-239,Piplup,239/236,29.47,34.43,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-239,Slowpoke & Psyduck GX,239/236,41,47.90,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-240,Team Rocket's Mewtwo ex,240/182,59.5,69.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-240,Hydreigon ex,240/191,27.5,32.13,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-241,Cynthia's Garchomp ex,241/182,40.4,47.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-241,Archaludon ex,241/191,22.99,26.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-241,Pikachu,241/236,99.95,116.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-241,Raichu & Alolan Raichu GX,241/236,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-242,Team Rocket's Crobat ex,242/182,25.94,30.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-242,Alolan Exeggutor ex,242/191,23.75,27.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-242,Magnemite,242/236,16.73,19.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-242,Mewtwo & Mew GX,242/236,60.48,70.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-243,Jamming Tower,243/182,22.49,26.28,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-243,Koffing,243/236,17.99,21.02,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10-244,Levincia,244/182,15.11,17.65,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh8-245,Celebi V,245/264,80,93.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-245,Jasmine's Gaze,245/191,29.98,35.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-245,Mimikyu,245/236,29.5,34.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-245,Mega Sableye & Tyranitar GX,245/236,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-246,Lisia's Appeal,246/191,28.47,33.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-247,Steelix,247/236,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-247,Garchomp & Giratina GX,247/236,18.49,21.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-248,Alolan Exeggutor ex,248/191,53.49,62.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-249,Venusaur & Snivy GX,249/236,14.19,16.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-251,Charizard & Braixen GX,251/236,18.63,21.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-253,Blastoise & Piplup GX,253/236,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-254,Solgaleo & Lunala GX,254/236,26.83,31.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-256,Viridian Forest,256/236,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-258,Arceus & Dialga & Palkia GX,258/236,36.98,43.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-259,Reshiram & Zekrom GX,259/236,44.64,52.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh8-270,Espeon VMAX,270/264,259,302.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh8-271,Gengar VMAX,271/264,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss4-FOUR,Alph Lithograph,FOUR/102,24.9,29.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG20,Latias,GG20/159,15.9,18.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG30,Pikachu,GG30/159,27.83,32.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG36,Entei V,GG36/159,35.04,40.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG38,Suicune V,GG38/159,51.23,59.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG40,Glaceon VSTAR,GG40/159,42.5,49.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG41,Raikou V,GG41/159,39.17,45.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG44,Mewtwo VSTAR,GG44/159,125,146.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG45,Deoxys VMAX,GG45/159,24.5,28.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG46,Deoxys VSTAR,GG46/159,40.98,47.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG50,Darkrai VSTAR,GG50/159,63,73.61,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG56,Hisuian Zoroark VSTAR,GG56/159,25.5,29.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG60,Cynthia's Ambition,GG60/159,24.5,28.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG67,Origin Forme Palkia VSTAR,GG67/159,70.5,82.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG68,Origin Forme Dialga VSTAR,GG68/159,79.95,93.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG69,Giratina VSTAR,GG69/159,209.67,244.98,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-GG70,Arceus VSTAR,GG70/159,125,146.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H01,Ampharos,H01/147,99.95,116.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H01,Alakazam,H01/144,160,186.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H02,Arcanine,H02/147,300,350.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H02,Arcanine,H02/144,134.95,157.68,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H03,Ariados,H03/147,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H03,Articuno,H03/144,154,179.93,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H04,Azumarill,H04/147,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H04,Beedrill,H04/144,395,461.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H05,Bellossom,H05/147,24.95,29.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H05,Crobat,H05/144,68.5,80.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H06,Blissey,H06/147,16.99,19.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H06,Dewgong,H06/144,78.89,92.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H07,Flareon,H07/144,133.29,155.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H08,Entei,H08/147,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H08,Forretress,H08/144,175,204.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H09,Espeon,H09/147,160,186.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H09,Gengar,H09/144,2499.95,2920.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H10,Exeggutor,H10/147,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H10,Gyarados,H10/144,600,701.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H11,Houndoom,H11/147,480,560.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H11,Houndoom,H11/144,129,150.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H12,Hypno,H12/147,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H12,Jolteon,H12/144,64.99,75.93,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H13,Jumpluff,H13/147,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H13,Kabutops,H13/144,115,134.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H14,Kingdra,H14/147,23,26.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H14,Ledian,H14/144,209.99,245.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H15,Lanturn,H15/147,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H15,Machamp,H15/144,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H16,Magneton,H16/147,23,26.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H16,Magcargo,H16/144,28.48,33.28,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H17,Muk,H17/147,17.9,20.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H17,Magcargo,H17/144,28.48,33.28,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H18,Nidoking,H18/147,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H18,Magneton,H18/144,59.99,70.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H19,Ninetales,H19/147,165,192.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H19,Magneton,H19/144,59.99,70.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H20,Moltres,H20/144,115,134.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H21,Scizor,H21/147,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H21,Nidoqueen,H21/144,232,271.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H22,Slowking,H22/147,19.86,23.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H22,Piloswine,H22/144,84.95,99.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H23,Steelix,H23/147,550,642.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H23,Politoed,H23/144,37.99,44.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H24,Sudowoodo,H24/147,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H24,Poliwrath,H24/144,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H25,Suicune,H25/147,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H25,Raichu,H25/144,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H26,Tentacruel,H26/147,26,30.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H26,Raikou,H26/144,130,151.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H27,Togetic,H27/147,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H27,Rhydon,H27/144,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H28,Tyranitar,H28/147,109.85,128.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H28,Starmie,H28/144,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H29,Umbreon,H29/147,220,257.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H29,Steelix,H29/144,53.5,62.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H30,Victreebel,H30/147,13.98,16.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H30,Umbreon,H30/144,280,327.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H31,Vileplume,H31/147,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H31,Vaporeon,H31/144,136.48,159.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-H32,Zapdos,H32/147,135.45,158.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-H32,Xatu,H32/144,78.79,92.06,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-ONE,Alph Lithograph,ONE/123,33,38.56,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-RC14,Eevee,RC14/113,18.5,21.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-RC21,Sylveon EX,RC21/83,26.99,31.54,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-RC22,Reshiram,RC22/113,129,150.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-RC23,Emolga,RC23/113,40.22,46.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-RC28,Flareon EX,RC28/83,34.94,40.82,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-RC30,Gardevoir EX,RC30/83,26.67,31.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-RC32,Sylveon EX,RC32/83,26.99,31.54,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-RC5,Charizard,RC5/83,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-RC6,Flareon EX,RC6/83,34.94,40.82,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-RC7,Pikachu,RC7/113,135,157.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-SH1,Drifloon,SH1/100,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl4-SH10,Bagon,SH10/99,32.58,38.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl4-SH11,Ponyta,SH11/99,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl4-SH12,Shinx,SH12/99,31.49,36.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-SH2,Duskull,SH2/100,72.5,84.71,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-SH3,Voltorb,SH3/100,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl1-SH4,Lotad,SH4/127,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl1-SH5,Swablu,SH5/127,27.35,31.96,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl1-SH6,Vulpix,SH6/127,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl3-SH7,Milotic,SH7/147,39,45.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl3-SH8,Relicanth,SH8/147,24.95,29.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl3-SH9,Yanma,SH9/147,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL1,Deoxys,SL1/95,82.95,96.92,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL10,Rayquaza,SL10/95,195,227.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL11,Suicune,SL11/95,85,99.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL2,Dialga,SL2/95,59,68.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL3,Entei,SL3/95,49.9,58.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL4,Groudon,SL4/95,129,150.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL5,Ho-Oh,SL5/95,80,93.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL6,Kyogre,SL6/95,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL7,Lugia,SL7/95,1850,2161.54,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL8,Palkia,SL8/95,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-SL9,Raikou,SL9/95,310,362.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh4.5-SV087,Galarian Perrserker,SV087/72,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh4.5-SV107,Charizard VMAX,SV107/72,125.57,146.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH009,Cinccino,SWSH009/107,24.98,29.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swshp-SWSH020,Pikachu,SWSH020/107,27,31.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
